"pl_name";"hostname";"sy_mnum";"cb_flag";"disc_year";"pl_orbsmax";"pl_rade";"st_teff";"st_rad";"sy_dist"
"Kepler-1994 b";"Kepler-1994";0;0;2023;0.053;0.51;5495;0.96;241.991
"Kepler-1995 b";"Kepler-1995";0;0;2023;0.3259;4.28;5029;0.93;595.331
"Kepler-1996 b";"Kepler-1996";0;0;2023;0.1789;2.26;4580;0.68;440.561
"Kepler-1996 c";"Kepler-1996";0;0;2023;0.3608;2.81;4580;0.68;440.561
"Kepler-1997 b";"Kepler-1997";0;0;2023;0.1815;2.28;6215;1.05;1502.34
"Kepler-1998 b";"Kepler-1998";0;0;2023;0.0405;0.6;5640;0.92;340.965
"Kepler-1999 b";"Kepler-1999";0;0;2023;0.0713;3.29;4406;0.63;701.255
"Kepler-20 b";"Kepler-20";0;0;2011;0.04565;1.773;5495;0.92;282.563
"Kepler-20 c";"Kepler-20";0;0;2011;0.0936;2.894;5495;0.92;282.563
"Kepler-20 d";"Kepler-20";0;0;2011;0.3474;2.606;5495;0.92;282.563
"Kepler-20 e";"Kepler-20";0;0;2011;0.0637;0.821;5495;0.92;282.563
"Kepler-20 f";"Kepler-20";0;0;2011;0.1387;0.952;5495;0.92;282.563
"Kepler-20 g";"Kepler-20";0;0;2016;0.2055;4.71;5495;0.96;282.563
"Kepler-200 b";"Kepler-200";0;0;2014;0.08;2.13;5678;0.94;665.912
"Kepler-200 c";"Kepler-200";0;0;2014;0.09;1.59;5678;0.94;665.912
"Kepler-2000 b";"Kepler-2000";0;0;2023;0.0562;2.73;3757;0.58;320.588
"Kepler-2000 c";"Kepler-2000";0;0;2023;0.1228;1.57;3757;0.58;320.588
"Kepler-2001 b";"Kepler-2001";0;0;2023;0.0197;1.04;5081;0.77;776.55
"Kepler-2001 c";"Kepler-2001";0;0;2023;0.1084;1.82;5081;0.77;776.55
"Kepler-201 b";"Kepler-201";0;0;2014;0.175;2.46;6065;1.23;636.445
"Kepler-201 c";"Kepler-201";0;0;2014;0.573;2.85;6065;1.23;636.445
"Kepler-202 b";"Kepler-202";0;0;2014;0.045;1.63;4668;0.67;285.111
"Kepler-202 c";"Kepler-202";0;0;2014;0.113;1.85;4668;0.67;285.111
"Kepler-203 b";"Kepler-203";0;0;2014;0.043;2.57;5821;1.11;703.302
"Kepler-203 c";"Kepler-203";0;0;2014;0.061;2.47;5821;1.11;703.302
"Kepler-203 d";"Kepler-203";0;0;2014;0.1;1.44;5821;1.11;703.302
"Kepler-204 b";"Kepler-204";0;0;2014;0.117;2.53;5812;1.24;686.723
"Kepler-204 c";"Kepler-204";0;0;2014;0.173;1.79;5812;1.24;686.723
"Kepler-205 b";"Kepler-205";0;0;2014;0.032;1.51;4321;0.55;159.72
"Kepler-205 c";"Kepler-205";0;0;2014;0.122;1.64;4321;0.55;159.72
"Kepler-206 b";"Kepler-206";0;0;2014;0.078;1.2;5764;1.19;594.447
"Kepler-206 c";"Kepler-206";0;0;2014;0.111;1.77;5764;1.19;594.447
"Kepler-206 d";"Kepler-206";0;0;2014;0.163;1.19;5764;1.19;594.447
"Kepler-207 b";"Kepler-207";0;0;2014;0.029;1.57;5920;1.59;875.519
"Kepler-207 c";"Kepler-207";0;0;2014;0.044;1.5;5920;1.59;875.519
"Kepler-207 d";"Kepler-207";0;0;2014;0.068;3.31;5920;1.59;875.519
"Kepler-208 b";"Kepler-208";0;0;2014;0.054;1.63;6092;1.31;775.328
"Kepler-208 c";"Kepler-208";0;0;2014;0.079;1.39;6092;1.31;775.328
"Kepler-208 d";"Kepler-208";0;0;2014;0.103;1.2;6092;1.31;775.328
"Kepler-208 e";"Kepler-208";0;0;2014;0.132;1.48;6092;1.31;775.328
"Kepler-209 b";"Kepler-209";0;0;2014;0.122;2.26;5513;0.94;576.946
"Kepler-209 c";"Kepler-209";0;0;2014;0.231;3.1;5513;0.94;576.946
"Kepler-21 b";"Kepler-21";0;0;2012;0.0434;1.639;6305;1.9;108.522
"Kepler-210 b";"Kepler-210";0;0;2014;0.032;2.94;4559;0.65;232.75
"Kepler-210 c";"Kepler-210";0;0;2014;0.07;3.62;4559;0.65;232.75
"Kepler-211 b";"Kepler-211";0;0;2014;0.048;1.26;5123;0.82;309.353
"Kepler-211 c";"Kepler-211";0;0;2014;0.062;1.29;5123;0.82;309.353
"Kepler-212 b";"Kepler-212";0;0;2014;0.133;1.09;5852;1.46;687.194
"Kepler-212 c";"Kepler-212";0;0;2014;0.207;2.74;5852;1.46;687.194
"Kepler-213 b";"Kepler-213";0;0;2014;0.036;1.62;5696;1.2;634.939
"Kepler-213 c";"Kepler-213";0;0;2014;0.057;2.34;5696;1.2;634.939
"Kepler-214 b";"Kepler-214";0;0;2014;0.13;2.61;6169;1.35;1208.44
"Kepler-214 c";"Kepler-214";0;0;2014;0.194;2.13;6169;1.35;1208.44
"Kepler-215 b";"Kepler-215";0;0;2014;0.084;1.62;5739;1.03;485.997
"Kepler-215 c";"Kepler-215";0;0;2014;0.113;1.77;5739;1.03;485.997
"Kepler-215 d";"Kepler-215";0;0;2014;0.185;2.39;5739;1.03;485.997
"Kepler-215 e";"Kepler-215";0;0;2014;0.314;1.75;5739;1.03;485.997
"Kepler-216 b";"Kepler-216";0;0;2014;0.079;2.35;6091;1.26;1187.47
"Kepler-216 c";"Kepler-216";0;0;2014;0.136;3.04;6091;1.26;1187.47
"Kepler-217 b";"Kepler-217";0;0;2014;0.065;2.23;6171;1.8;1104.64
"Kepler-217 c";"Kepler-217";0;0;2014;0.089;1.85;6171;1.8;1104.64
"Kepler-217 d";"Kepler-217";0;0;2016;0.0534;1.32;6341;1.76;1104.64
"Kepler-218 b";"Kepler-218";0;0;2014;0.046;1.48;5502;1.06;656.38
"Kepler-218 c";"Kepler-218";0;0;2014;0.248;3.14;5502;1.06;656.38
"Kepler-218 d";"Kepler-218";0;0;2016;0.49884;2.66;5542;1.02;656.38
"Kepler-219 b";"Kepler-219";0;0;2014;0.057;2.95;5786;1.49;787.07
"Kepler-219 c";"Kepler-219";0;0;2014;0.165;3.58;5786;1.49;787.07
"Kepler-219 d";"Kepler-219";0;0;2014;0.272;2.81;5786;1.49;787.07
"Kepler-22 b";"Kepler-22";0;0;2011;0.812;2.1;5596;0.87;194.642
"Kepler-220 b";"Kepler-220";0;0;2014;0.046;0.81;4632;0.67;171.109
"Kepler-220 c";"Kepler-220";0;0;2014;0.076;1.57;4632;0.67;171.109
"Kepler-220 d";"Kepler-220";0;0;2014;0.163;0.98;4632;0.67;171.109
"Kepler-220 e";"Kepler-220";0;0;2014;0.226;1.33;4632;0.67;171.109
"Kepler-221 b";"Kepler-221";0;0;2014;0.037;1.71;5243;0.82;385.231
"Kepler-221 c";"Kepler-221";0;0;2014;0.059;2.93;5243;0.82;385.231
"Kepler-221 d";"Kepler-221";0;0;2014;0.087;2.73;5243;0.82;385.231
"Kepler-221 e";"Kepler-221";0;0;2014;0.13;2.63;5243;0.82;385.231
"Kepler-222 b";"Kepler-222";0;0;2014;0.048;3.16;5433;0.87;758.854
"Kepler-222 c";"Kepler-222";0;0;2014;0.091;4.64;5433;0.87;758.854
"Kepler-222 d";"Kepler-222";0;0;2014;0.18;3.69;5433;0.87;758.854
"Kepler-223 b";"Kepler-223";0;0;2014;0.07525;2.99;5803;1.72;1859.71
"Kepler-223 c";"Kepler-223";0;0;2014;0.09117;3.44;5803;1.72;1859.71
"Kepler-223 d";"Kepler-223";0;0;2014;0.11956;5.24;5803;1.72;1859.71
"Kepler-223 e";"Kepler-223";0;0;2014;0.14481;4.6;5803;1.72;1859.71
"Kepler-224 b";"Kepler-224";0;0;2014;0.038;1.39;5018;0.68;782.088
"Kepler-224 c";"Kepler-224";0;0;2014;0.058;3.12;5018;0.68;782.088
"Kepler-224 d";"Kepler-224";0;0;2014;0.089;2.3;5018;0.68;782.088
"Kepler-224 e";"Kepler-224";0;0;2014;0.124;1.97;5018;0.68;782.088
"Kepler-225 b";"Kepler-225";0;0;2014;0.056;1.2;3682;0.48;561.101
"Kepler-225 c";"Kepler-225";0;0;2014;0.111;1.84;3682;0.48;561.101
"Kepler-226 b";"Kepler-226";0;0;2014;0.047;1.55;5571;0.8;980.138
"Kepler-226 c";"Kepler-226";0;0;2014;0.058;2.27;5571;0.8;980.138
"Kepler-226 d";"Kepler-226";0;0;2014;0.076;1.22;5571;0.8;980.138
"Kepler-227 b";"Kepler-227";0;0;2014;0.09;3.11;5854;1.09;1083.06
"Kepler-227 c";"Kepler-227";0;0;2014;0.29;3.04;5854;1.09;1083.06
"Kepler-228 b";"Kepler-228";0;0;2014;0.038;1.53;6043;1.01;1644.61
"Kepler-228 c";"Kepler-228";0;0;2014;0.052;2.7;6043;1.01;1644.61
"Kepler-228 d";"Kepler-228";0;0;2014;0.101;4.04;6043;1.01;1644.61
"Kepler-229 b";"Kepler-229";0;0;2014;0.062;2.2;5120;0.73;826.265
"Kepler-229 c";"Kepler-229";0;0;2014;0.117;4.92;5120;0.73;826.265
"Kepler-229 d";"Kepler-229";0;0;2014;0.22;3.85;5120;0.73;826.265
"Kepler-23 b";"Kepler-23";0;0;2011;0.07212;1.638;5828;1.55;835.756
"Kepler-23 c";"Kepler-23";0;0;2011;0.09501;3.005;5828;1.55;835.756
"Kepler-23 d";"Kepler-23";0;0;2014;0.12012;2.206;5828;1.55;835.756
"Kepler-230 b";"Kepler-230";0;0;2014;0.191;4.26;5588;0.82;740.754
"Kepler-230 c";"Kepler-230";0;0;2014;0.38;2.04;5588;0.82;740.754
"Kepler-231 b";"Kepler-231";0;0;2014;0.074;1.73;3767;0.49;316.618
"Kepler-231 c";"Kepler-231";0;0;2014;0.114;1.93;3767;0.49;316.618
"Kepler-232 b";"Kepler-232";0;0;2014;0.054;3.08;5847;0.97;1349.13
"Kepler-232 c";"Kepler-232";0;0;2014;0.101;3.83;5847;0.97;1349.13
"Kepler-233 b";"Kepler-233";0;0;2014;0.077;2.43;5360;0.76;856.417
"Kepler-233 c";"Kepler-233";0;0;2014;0.287;2.71;5360;0.76;856.417
"Kepler-234 b";"Kepler-234";0;0;2014;0.04;3.7;6224;1.11;1733.1
"Kepler-234 c";"Kepler-234";0;0;2014;0.077;3.51;6224;1.11;1733.1
"Kepler-235 b";"Kepler-235";0;0;2014;0.037;2.23;4255;0.55;428.018
"Kepler-235 c";"Kepler-235";0;0;2014;0.065;1.28;4255;0.55;428.018
"Kepler-235 d";"Kepler-235";0;0;2014;0.122;2.05;4255;0.55;428.018
"Kepler-235 e";"Kepler-235";0;0;2014;0.213;2.22;4255;0.55;428.018
"Kepler-236 b";"Kepler-236";0;0;2014;0.065;1.57;3750;0.51;288.763
"Kepler-236 c";"Kepler-236";0;0;2014;0.132;2.0;3750;0.51;288.763
"Kepler-237 b";"Kepler-237";0;0;2014;0.05;1.41;4861;0.73;657.822
"Kepler-237 c";"Kepler-237";0;0;2014;0.071;2.08;4861;0.73;657.822
"Kepler-238 b";"Kepler-238";0;0;2014;0.034;1.73;5751;1.43;1798.75
"Kepler-238 c";"Kepler-238";0;0;2014;0.069;2.39;5751;1.43;1798.75
"Kepler-238 d";"Kepler-238";0;0;2014;0.115;3.07;5751;1.43;1798.75
"Kepler-238 e";"Kepler-238";0;0;2013;0.17286;5.6;5800;0.96;1798.75
"Kepler-238 f";"Kepler-238";0;0;2013;0.28635;2.0;5800;0.96;1798.75
"Kepler-239 b";"Kepler-239";0;0;2014;0.095;2.33;4914;0.76;648.109
"Kepler-239 c";"Kepler-239";0;0;2014;0.268;2.51;4914;0.76;648.109
"Kepler-24 b";"Kepler-24";0;0;2011;0.08045;2.348;6028;1.1;1156.81
"Kepler-24 c";"Kepler-24";0;0;2011;0.10612;2.514;6028;1.1;1156.81
"Kepler-24 d";"Kepler-24";0;0;2014;0.051;1.67;5897;1.29;1156.81
"Kepler-24 e";"Kepler-24";0;0;2014;0.138;2.78;5897;1.29;1156.81
"Kepler-240 b";"Kepler-240";0;0;2014;0.048;1.37;4985;0.74;746.927
"Kepler-240 c";"Kepler-240";0;0;2014;0.074;2.2;4985;0.74;746.927
"Kepler-241 b";"Kepler-241";0;0;2014;0.094;2.33;4699;0.67;512.0
"Kepler-241 c";"Kepler-241";0;0;2014;0.189;2.57;4699;0.67;512.0
"Kepler-242 b";"Kepler-242";0;0;2014;0.075;2.61;5020;0.85;600.241
"Kepler-242 c";"Kepler-242";0;0;2014;0.109;2.0;5020;0.85;600.241
"Kepler-243 b";"Kepler-243";0;0;2014;0.062;2.45;5228;0.84;693.86
"Kepler-243 c";"Kepler-243";0;0;2014;0.142;1.99;5228;0.84;693.86
"Kepler-244 b";"Kepler-244";0;0;2014;0.05;2.76;5554;0.8;1036.49
"Kepler-244 c";"Kepler-244";0;0;2014;0.087;2.05;5554;0.8;1036.49
"Kepler-244 d";"Kepler-244";0;0;2014;0.14;2.31;5554;0.8;1036.49
"Kepler-245 b";"Kepler-245";0;0;2014;0.071;2.57;5100;0.8;861.527
"Kepler-245 c";"Kepler-245";0;0;2014;0.124;2.18;5100;0.8;861.527
"Kepler-245 d";"Kepler-245";0;0;2014;0.202;3.03;5100;0.8;861.527
"Kepler-245 e";"Kepler-245";0;0;2016;0.04053;1.75;5174;0.8;861.527
"Kepler-246 b";"Kepler-246";0;0;2014;0.052;2.34;5206;0.83;626.078
"Kepler-246 c";"Kepler-246";0;0;2014;0.095;1.5;5206;0.83;626.078
"Kepler-247 b";"Kepler-247";0;0;2014;0.042;1.64;5100;0.77;663.711
"Kepler-247 c";"Kepler-247";0;0;2014;0.084;4.09;5100;0.77;663.711
"Kepler-247 d";"Kepler-247";0;0;2014;0.14;3.94;5100;0.77;663.711
"Kepler-248 b";"Kepler-248";0;0;2014;0.066;3.02;5190;0.83;738.792
"Kepler-248 c";"Kepler-248";0;0;2014;0.123;4.07;5190;0.83;738.792
"Kepler-249 b";"Kepler-249";0;0;2014;0.035;1.09;3568;0.48;190.401
"Kepler-249 c";"Kepler-249";0;0;2014;0.058;1.51;3568;0.48;190.401
"Kepler-249 d";"Kepler-249";0;0;2014;0.097;1.57;3568;0.48;190.401
"Kepler-25 b";"Kepler-25";0;0;2011;0.0695;2.748;6354;1.34;243.249
"Kepler-25 c";"Kepler-25";0;0;2011;0.1117;5.217;6354;1.34;243.249
"Kepler-25 d";"Kepler-25";0;0;2014;0.416422;10.0;6354;1.34;243.249
"Kepler-250 b";"Kepler-250";0;0;2014;0.048;1.13;5160;0.81;760.585
"Kepler-250 c";"Kepler-250";0;0;2014;0.069;2.28;5160;0.81;760.585
"Kepler-250 d";"Kepler-250";0;0;2014;0.127;2.18;5160;0.81;760.585
"Kepler-251 b";"Kepler-251";0;0;2014;0.053;1.33;5526;0.89;924.625
"Kepler-251 c";"Kepler-251";0;0;2014;0.122;2.77;5526;0.89;924.625
"Kepler-251 d";"Kepler-251";0;0;2014;0.182;2.77;5526;0.89;924.625
"Kepler-251 e";"Kepler-251";0;0;2014;0.404;2.77;5526;0.89;924.625
"Kepler-252 b";"Kepler-252";0;0;2014;0.058;1.23;4208;0.55;379.424
"Kepler-252 c";"Kepler-252";0;0;2014;0.08;2.15;4208;0.55;379.424
"Kepler-253 b";"Kepler-253";0;0;2014;0.046;1.63;5208;0.79;838.595
"Kepler-253 c";"Kepler-253";0;0;2014;0.089;2.65;5208;0.79;838.595
"Kepler-253 d";"Kepler-253";0;0;2014;0.13;3.17;5208;0.79;838.595
"Kepler-254 b";"Kepler-254";0;0;2014;0.064;3.87;5957;0.91;1389.48
"Kepler-254 c";"Kepler-254";0;0;2014;0.105;2.15;5957;0.91;1389.48
"Kepler-254 d";"Kepler-254";0;0;2014;0.139;2.5;5957;0.91;1389.48
"Kepler-255 b";"Kepler-255";0;0;2014;0.063;1.55;5573;0.93;1052.53
"Kepler-255 c";"Kepler-255";0;0;2014;0.092;2.99;5573;0.93;1052.53
"Kepler-255 d";"Kepler-255";0;0;2016;0.0192;1.32;5431;0.86;1052.53
"Kepler-256 b";"Kepler-256";0;0;2014;0.027;1.59;5551;1.3;1026.43
"Kepler-256 c";"Kepler-256";0;0;2014;0.045;2.15;5551;1.3;1026.43
"Kepler-256 d";"Kepler-256";0;0;2014;0.064;2.48;5551;1.3;1026.43
"Kepler-256 e";"Kepler-256";0;0;2014;0.096;2.35;5551;1.3;1026.43
"Kepler-257 b";"Kepler-257";0;0;2014;0.034;2.61;5180;1.04;780.256
"Kepler-257 c";"Kepler-257";0;0;2014;0.066;5.41;5180;1.04;780.256
"Kepler-257 d";"Kepler-257";0;0;2014;0.16;4.95;5180;1.04;780.256
"Kepler-258 b";"Kepler-258";0;0;2014;0.103;4.06;4942;0.92;575.988
"Kepler-258 c";"Kepler-258";0;0;2014;0.193;3.61;4942;0.92;575.988
"Kepler-259 b";"Kepler-259";0;0;2014;0.079;2.8;5938;0.9;1002.14
"Kepler-259 c";"Kepler-259";0;0;2014;0.217;2.7;5938;0.9;1002.14
"Kepler-26 b";"Kepler-26";0;0;2011;0.08551;2.78;3914;0.51;335.307
"Kepler-26 c";"Kepler-26";0;0;2011;0.10725;2.72;3914;0.51;335.307
"Kepler-26 d";"Kepler-26";0;0;2014;0.039;1.07;4486;0.57;335.307
"Kepler-26 e";"Kepler-26";0;0;2014;0.22;2.41;4486;0.57;335.307
"Kepler-260 b";"Kepler-260";0;0;2014;0.075;2.01;5250;0.86;627.365
"Kepler-260 c";"Kepler-260";0;0;2014;0.332;1.74;5250;0.86;627.365
"Kepler-261 b";"Kepler-261";0;0;2014;0.088;2.18;5098;0.79;317.499
"Kepler-261 c";"Kepler-261";0;0;2014;0.156;2.0;5098;0.79;317.499
"Kepler-262 b";"Kepler-262";0;0;2014;0.108;1.36;5841;0.88;613.129
"Kepler-262 c";"Kepler-262";0;0;2014;0.152;1.64;5841;0.88;613.129
"Kepler-263 b";"Kepler-263";0;0;2014;0.12;2.67;5265;0.79;754.747
"Kepler-263 c";"Kepler-263";0;0;2014;0.242;2.47;5265;0.79;754.747
"Kepler-264 b";"Kepler-264";0;0;2014;0.249;3.33;6158;1.55;942.173
"Kepler-264 c";"Kepler-264";0;0;2014;0.566;2.83;6158;1.55;942.173
"Kepler-265 b";"Kepler-265";0;0;2014;0.069;1.86;5835;1.1;1280.25
"Kepler-265 c";"Kepler-265";0;0;2014;0.127;2.63;5835;1.1;1280.25
"Kepler-265 d";"Kepler-265";0;0;2014;0.236;2.49;5835;1.1;1280.25
"Kepler-265 e";"Kepler-265";0;0;2014;0.319;2.59;5835;1.1;1280.25
"Kepler-266 b";"Kepler-266";0;0;2014;0.071;2.48;5885;1.03;1370.79
"Kepler-266 c";"Kepler-266";0;0;2014;0.457;3.89;5885;1.03;1370.79
"Kepler-267 b";"Kepler-267";0;0;2014;0.037;1.98;4258;0.56;264.993
"Kepler-267 c";"Kepler-267";0;0;2014;0.06;2.13;4258;0.56;264.993
"Kepler-267 d";"Kepler-267";0;0;2014;0.154;2.27;4258;0.56;264.993
"Kepler-268 b";"Kepler-268";0;0;2014;0.18;2.55;6081;1.27;851.87
"Kepler-268 c";"Kepler-268";0;0;2014;0.391;3.38;6081;1.27;851.87
"Kepler-269 b";"Kepler-269";0;0;2014;0.061;2.47;5847;0.96;2257.32
"Kepler-269 c";"Kepler-269";0;0;2014;0.081;1.69;5847;0.96;2257.32
"Kepler-27 b";"Kepler-27";0;0;2011;0.118;4.0;5400;0.59;1044.36
"Kepler-27 c";"Kepler-27";0;0;2011;0.191;4.9;5400;0.59;1044.36
"Kepler-27 d";"Kepler-27";0;0;2021;0.06578;2.706;5251;0.82;1044.36
"Kepler-270 b";"Kepler-270";0;0;2014;0.107;2.01;6067;1.46;948.781
"Kepler-270 c";"Kepler-270";0;0;2014;0.18;1.77;6067;1.46;948.781
"Kepler-271 b";"Kepler-271";0;0;2014;0.08784;1.23;5555;0.87;404.542
"Kepler-271 c";"Kepler-271";0;0;2014;0.06993;0.95;5555;0.87;404.542
"Kepler-271 d";"Kepler-271";0;0;2016;0.05554;0.66;5555;0.87;404.542
"Kepler-272 b";"Kepler-272";0;0;2014;0.038;1.43;5297;0.93;889.608
"Kepler-272 c";"Kepler-272";0;0;2014;0.061;1.79;5297;0.93;889.608
"Kepler-272 d";"Kepler-272";0;0;2014;0.091;2.25;5297;0.93;889.608
"Kepler-273 b";"Kepler-273";0;0;2014;0.037;1.5;5626;0.82;713.964
"Kepler-273 c";"Kepler-273";0;0;2014;0.073;1.98;5626;0.82;713.964
"Kepler-274 b";"Kepler-274";0;0;2014;0.101;1.54;6023;1.01;1333.62
"Kepler-274 c";"Kepler-274";0;0;2014;0.204;1.84;6023;1.01;1333.62
"Kepler-275 b";"Kepler-275";0;0;2014;0.098;2.34;6165;1.38;2034.25
"Kepler-275 c";"Kepler-275";0;0;2014;0.132;3.38;6165;1.38;2034.25
"Kepler-275 d";"Kepler-275";0;0;2014;0.224;3.33;6165;1.38;2034.25
"Kepler-276 b";"Kepler-276";0;0;2014;0.119;2.87;6105;1.05;1144.86
"Kepler-276 c";"Kepler-276";0;0;2013;0.18619;2.9;5693;1.03;1144.86
"Kepler-276 d";"Kepler-276";0;0;2013;0.24666;2.8;5693;1.03;1144.86
"Kepler-277 b";"Kepler-277";0;0;2013;0.14168;2.92;5946;1.69;976.643
"Kepler-277 c";"Kepler-277";0;0;2013;0.21781;3.36;5946;1.69;976.643
"Kepler-278 b";"Kepler-278";0;0;2014;0.207;4.07;4991;2.94;443.03
"Kepler-278 c";"Kepler-278";0;0;2014;0.294;3.59;4991;2.94;443.03
"Kepler-279 b";"Kepler-279";0;0;2014;0.112;3.62;6363;1.75;1037.4
"Kepler-279 c";"Kepler-279";0;0;2013;0.2236;4.3;6689;1.07;1037.4
"Kepler-279 d";"Kepler-279";0;0;2013;0.2901;3.1;6689;1.07;1037.4
"Kepler-28 b";"Kepler-28";0;0;2011;0.05687;1.959;4499;0.66;438.359
"Kepler-28 c";"Kepler-28";0;0;2011;0.07519;1.857;4499;0.66;438.359
"Kepler-280 b";"Kepler-280";0;0;2014;0.032;1.45;5744;0.89;780.361
"Kepler-280 c";"Kepler-280";0;0;2014;0.056;2.01;5744;0.89;780.361
"Kepler-281 b";"Kepler-281";0;0;2014;0.117;2.82;5723;0.9;1745.45
"Kepler-281 c";"Kepler-281";0;0;2014;0.215;5.31;5723;0.9;1745.45
"Kepler-281 d";"Kepler-281";0;0;2021;0.5456;5.937;5717;0.88;1745.45
"Kepler-282 b";"Kepler-282";0;0;2014;0.082;1.01;5602;0.9;1337.61
"Kepler-282 c";"Kepler-282";0;0;2014;0.106;1.2;5602;0.9;1337.61
"Kepler-282 d";"Kepler-282";0;0;2013;0.15837;2.46;5656;0.89;1337.61
"Kepler-282 e";"Kepler-282";0;0;2013;0.23332;3.1;5656;0.89;1337.61
"Kepler-283 b";"Kepler-283";0;0;2014;0.082;2.13;4351;0.57;468.094
"Kepler-283 c";"Kepler-283";0;0;2014;0.341;1.82;4351;0.57;468.094
"Kepler-284 b";"Kepler-284";0;0;2014;0.104;2.24;5615;0.81;1031.95
"Kepler-284 c";"Kepler-284";0;0;2014;0.213;2.61;5615;0.81;1031.95
"Kepler-285 b";"Kepler-285";0;0;2014;0.036;1.34;5411;0.81;824.31
"Kepler-285 c";"Kepler-285";0;0;2014;0.064;1.12;5411;0.81;824.31
"Kepler-286 b";"Kepler-286";0;0;2014;0.027;1.24;5580;0.86;1226.85
"Kepler-286 c";"Kepler-286";0;0;2014;0.042;1.37;5580;0.86;1226.85
"Kepler-286 d";"Kepler-286";0;0;2014;0.061;1.33;5580;0.86;1226.85
"Kepler-286 e";"Kepler-286";0;0;2014;0.176;1.77;5580;0.86;1226.85
"Kepler-287 b";"Kepler-287";0;0;2014;0.145;2.33;5806;1.03;835.86
"Kepler-287 c";"Kepler-287";0;0;2014;0.246;3.26;5806;1.03;835.86
"Kepler-288 b";"Kepler-288";0;0;2014;0.065;1.67;5918;1.09;1194.15
"Kepler-288 c";"Kepler-288";0;0;2014;0.14;2.85;5918;1.09;1194.15
"Kepler-288 d";"Kepler-288";0;0;2014;0.287;2.67;5918;1.09;1194.15
"Kepler-289 b";"Kepler-289";0;0;2014;0.21183;2.49;5990;1.0;704.438
"Kepler-289 c";"Kepler-289";0;0;2014;0.50155;11.23;5990;1.0;704.438
"Kepler-289 d";"Kepler-289";0;0;2014;0.33;3.03;5990;1.0;704.438
"Kepler-29 b";"Kepler-29";0;0;2011;0.08482;2.55;5378;0.73;832.532
"Kepler-29 c";"Kepler-29";0;0;2011;0.10027;2.34;5378;0.73;832.532
"Kepler-290 b";"Kepler-290";0;0;2014;0.11;2.25;5147;0.74;694.627
"Kepler-290 c";"Kepler-290";0;0;2014;0.205;2.7;5147;0.74;694.627
"Kepler-290 d";"Kepler-290";0;0;2023;0.0154;0.86;5142;0.76;694.627
"Kepler-291 b";"Kepler-291";0;0;2014;0.047;2.16;6002;1.02;1786.48
"Kepler-291 c";"Kepler-291";0;0;2014;0.065;1.88;6002;1.02;1786.48
"Kepler-292 b";"Kepler-292";0;0;2014;0.035;1.32;5299;0.83;1056.48
"Kepler-292 c";"Kepler-292";0;0;2014;0.045;1.47;5299;0.83;1056.48
"Kepler-292 d";"Kepler-292";0;0;2014;0.068;2.23;5299;0.83;1056.48
"Kepler-292 e";"Kepler-292";0;0;2014;0.097;2.67;5299;0.83;1056.48
"Kepler-292 f";"Kepler-292";0;0;2014;0.141;2.35;5299;0.83;1056.48
"Kepler-293 b";"Kepler-293";0;0;2014;0.144;3.07;5804;0.96;974.633
"Kepler-293 c";"Kepler-293";0;0;2014;0.286;3.83;5804;0.96;974.633
"Kepler-294 b";"Kepler-294";0;0;2014;0.048;1.77;5913;0.98;1357.01
"Kepler-294 c";"Kepler-294";0;0;2014;0.071;2.71;5913;0.98;1357.01
"Kepler-295 b";"Kepler-295";0;0;2014;0.099;1.22;5603;0.9;1699.19
"Kepler-295 c";"Kepler-295";0;0;2014;0.142;1.17;5603;0.9;1699.19
"Kepler-295 d";"Kepler-295";0;0;2014;0.192;1.36;5603;0.9;1699.19
"Kepler-296 b";"Kepler-296";0;0;2014;0.079;1.61;3740;0.48;167.0
"Kepler-296 c";"Kepler-296";0;0;2014;0.0521;2.0;3740;0.48;167.0
"Kepler-296 d";"Kepler-296";0;0;2014;0.118;2.09;3740;0.48;167.0
"Kepler-296 e";"Kepler-296";0;0;2014;0.169;1.53;3740;0.48;167.0
"Kepler-296 f";"Kepler-296";0;0;2014;0.255;1.8;3740;0.48;167.0
"Kepler-297 b";"Kepler-297";0;0;2014;0.217;2.87;5619;0.92;692.14
"Kepler-297 c";"Kepler-297";0;0;2014;0.336;6.54;5619;0.92;692.14
"Kepler-297 d";"Kepler-297";0;0;2023;0.523;32.6;5618;0.9;692.14
"Kepler-298 b";"Kepler-298";0;0;2014;0.08;1.96;4465;0.58;518.204
"Kepler-298 c";"Kepler-298";0;0;2014;0.136;1.93;4465;0.58;518.204
"Kepler-298 d";"Kepler-298";0;0;2014;0.305;2.5;4465;0.58;518.204
"Kepler-299 b";"Kepler-299";0;0;2014;0.04;1.32;5617;1.03;1052.24
"Kepler-299 c";"Kepler-299";0;0;2014;0.07;2.65;5617;1.03;1052.24
"Kepler-299 d";"Kepler-299";0;0;2014;0.118;1.86;5617;1.03;1052.24
"Kepler-299 e";"Kepler-299";0;0;2014;0.22;1.87;5617;1.03;1052.24
"Kepler-30 b";"Kepler-30";0;0;2012;0.18;3.9;5498;0.95;914.221
"Kepler-30 c";"Kepler-30";0;0;2012;0.3;12.3;5498;0.95;914.221
"Kepler-30 d";"Kepler-30";0;0;2012;0.5;8.8;5498;0.95;914.221
"Kepler-300 b";"Kepler-300";0;0;2014;0.094;1.67;5986;0.9;1098.45
